name,calories,protein,carbs,fat,fiber
Really Nutty Granola,452.0,11.9,58.5,17.4,6.4
Raisin Wheats,359.0,11.0,71.0,1.8,7.6
Grana Padano,398.0,33.0,0.0,29.0,0.0
Mayonesa,599.0,0.6,2.4,65.0,0.0
Greek Yoghurt,134.0,6.4,4.2,10.1,0.2
Delichoc Milk Chocolate Cookies,476.0,5.2,72.2,18.1,0.0
Breaksta,523.0,7.69,61.5,30.8,2.31
Cherry Bakewell Oat Boosts,437.0,6.33,46.7,22.3,15.3
Maxi tranches complet,282.0,9.2,44.0,4.7,5.8
Pesto basilico e pistacchio,476.0,2.9,13.0,44.0,8.1
M&S x Zoe Gut Shot,60.0,2.2,7.8,1.7,2.2
sauce soja,18.0,2.7,1.8,0.0,0.0
cracotte,389.0,12.0,78.0,2.6,2.8
President spreadable lightly salted,640.0,1.0,1.5,70.0,0.0
Filet de sardine,307.0,21.0,0.0,16.0,0.0
Coulommiers 21%,265.0,19.0,0.5,21.0,0.0
Crème de coco légère,174.0,1.2,5.8,16.0,1.1
Câlin,61.0,6.5,7.8,0.1,0.1
Crunchy Nut,397.0,6.0,83.3,4.67,2.67
Smacks,377.0,7.1,81.0,1.6,5.0
Hot sauce,8.0,0.45,1.25,0.2,0.0
Schoko-Bons,576.0,8.3,52.5,36.6,0.0
Huile d'olive vierge extra Vivace,823.0,0.0,0.0,91.0,0.0
Orangina 50cl,43.0,0.1,10.3,0.0,0.0
Queso fresco batido desnatado,46.0,8.0,3.5,0.5,0.0
Yaourt banin,92.0,3.9,14.3,1.7,0.0
Skyr myrtille,90.0,9.0,9.0,2.0,0.0
FA-BU-BLEU,41.0,0.0,10.0,0.0,0.0
Oulmes virgin mojito,48.0,0.0,11.5,0.0,0.0
Compote pommes allégée en sucres,71.0,0.2,16.0,0.0,2.2
Crak's,498.0,5.8,58.17,21.5,0.0
10 Fish Fingers Omega 3,208.0,12.0,19.0,9.1,0.9
Oat barista edition unsweetened,58.0,0.8,8.4,2.3,1.0
Beyond Burger,196.0,16.0,5.6,12.0,1.2
Maquereaux vin blanc et aromates,155.0,13.0,0.8,11.0,0.0
Chocolate Extrafino 80% NOIR 0% azúcares añadidos,514.0,10.0,26.0,43.0,0.0
Harrys brioche tranchee pepites de chocolat sans additif 485g,357.0,7.5,50.0,13.0,5.2
Pâte à tartiner aux noisettes,514.0,3.0,62.0,28.0,0.0
Pure collagen,360.0,90.0,0.0,0.0,0.0
Hazelnut Flavour Pudding,77.0,10.0,5.8,1.5,0.0
Confitura de Fresa 0%,40.0,0.6,11.5,0.0,0.0
No Sugars Oat Drink,44.0,1.0,6.3,1.5,0.7
la hollandaisr  8 p classique,287.0,1.0,7.0,24.0,0.0
Filets De Maquereaux À L’huile Végétale,217.0,27.1,0.5,11.6,0.0
Multigrain Hoops,376.0,9.4,82.6,2.7,8.0
Walnuts XXL,712.0,15.5,3.7,69.1,6.8
Secret d'arômes plein sud,232.0,16.0,23.0,7.4,5.8
Biscuit Chocolat Céréales,434.0,17.0,56.0,14.0,9.4
"CRISTALINE Eau de Source Pétillante 0,5L",0.0,0.0,0.0,0.0,0.0
Muesli croustillant duo pépites,433.0,9.2,67.0,13.0,7.6
Poulain,77.0,3.77,10.9,1.77,10.5
Grissini Breadstick,415.0,12.5,71.0,8.0,4.3
White Pittas tesco,254.0,9.4,50.6,0.7,3.8
FRUIT & FIBRE FRUITY CRUNCH,367.0,9.4,66.0,5.1,9.8
Jordans Natural Muesli,354.0,12.0,62.6,3.6,11.6
Organic Tomato Ketchup,112.0,1.4,25.3,0.1,0.0
Chocolat Noir - l'Original,132.0,1.3,14.0,7.4,1.9
Biscoff Crunchy Pâte À Tartiner,571.0,3.2,58.8,35.7,0.9
Cube De Bouillon - Boeuf (beef) - 8 Cubes,210.0,9.0,16.0,15.5,10.0
Nature,48.0,3.5,4.28,1.9,0.0
Prince goût tout Choco au blé complet,93.0,1.4,13.0,3.5,1.0
Acqua minerale naturale Sant'Anna,0.0,0.0,0.0,0.0,0.0
Jamón cocido lonchas,204.0,38.0,2.0,5.2,0.0
MAGGI Bouillon KUB BIO Légumes 80g,233.0,2.9,38.0,6.9,3.6
cornflakes,382.0,7.4,84.6,1.0,2.3
Sticks Bretzels d'Alsace L'original,391.0,10.0,73.0,4.8,6.2
ZERO NITRITE - LE SUPERIEUR,0.0,22.0,0.7,2.8,0.0
Lightly salted tortilla,474.0,6.2,65.5,19.8,4.3
Allinson's Scandalous Seeds Wholemeal,268.0,13.2,29.3,9.0,8.2
GOLD BLEND Instant Coffee,0.0,0.0,0.0,0.0,0.0
Филаделфия,226.0,5.4,4.3,21.0,0.2
Porridge Oat,375.0,11.2,60.2,7.75,9.25
Biscuits Abricot Pistache,467.0,9.3,64.0,18.0,6.1
Fromage a tartiner,288.0,6.8,3.5,27.2,0.0
Double Trouble Chocolate Cookies,491.0,5.8,63.2,23.2,3.1
Kefir Yogurt,76.0,5.1,4.3,4.1,0.0
Margarina flora 400 g,531.0,0.5,0.5,59.0,0.0
Protein Peanut Butter Bar,418.0,17.3,33.3,22.0,9.56
Protein drink plus,77.0,10.9,5.1,1.2,5.1
Miel de France,0.0,0.0,0.0,0.0,0.0
Beurre Léger Doux 40% MG,375.0,0.8,3.0,40.0,0.0
Superlevure,331.0,47.0,19.0,5.0,20.0
Petit Yoplait,87.0,9.0,4.1,3.8,0.1
La Crème Entière De Normandie 30%MG,292.0,2.3,3.2,30.0,0.0
Pur jus de citron,31.0,0.0,1.7,0.8,0.0
Bouillon cube Légumes sans sel sans gluten,9.0,0.1,0.9,0.6,0.1
Swiss Style Muesli,369.0,12.0,63.0,5.8,8.3
Medium Sliced Soft White Bread,243.0,9.18,46.4,1.99,2.23
Danish Lighter White Bread,240.0,9.69,46.1,1.55,1.94
Organic Swiss Vegetable Vegan Bouillon Powder,250.0,5.9,50.1,2.2,0.0
"Duval, Sirop De Grenadine 75CL",0.0,0.01,0.0,0.5,0.0
Lion cereal with caramel and chocolate,405.0,8.1,73.1,7.4,7.0
Pâtes linguine collezione 500g,359.0,13.0,71.0,2.0,3.0
Full Fat Soft Cheese Original,238.0,5.5,3.0,22.5,0.5
Chicken Italia 10 Chipolatas,117.0,19.0,3.45,2.76,0.0
Céréales trésor - chocolat au lait,448.0,7.0,71.0,15.0,3.7
Queso crema suave,241.0,4.2,3.7,23.0,0.0
mutigrain brown,247.0,10.2,44.4,1.78,4.89
"Kefir 1,5%",42.54302103,3.2,4.0,1.5,0.0
Golden  Syrup,317.0,0.3,79.0,0.0,0.0
Havarti,1580.0,76.0,5.2,140.0,0.0
Huile d'olive vierge extra Classico,821.0,0.0,0.0,91.0,0.0
"Alpro Fermentiertes Kokosnussprodukt, Natur, Absolutely 350g",84.0,0.6,6.0,6.1,0.0
Kelloggs Fruit & Fibre 700g,408.0,9.0,78.0,4.7,8.8
Maquereaux moutarde a l'ancienne,211.0,13.0,1.2,17.0,0.0
Very Berry Granola,418.0,10.9,64.4,11.3,7.8
Ugandan dark chocolate,648.0,9.1,20.7,56.3,10.7
AMORA Mayonnaise 5 Ingrédients 400g,697.0,1.5,0.5,76.0,0.8
Ancient Grains Farmhouse Bread,235.0,9.5,43.0,1.7,4.8
Kéfir natural,36.0,3.92,4.8,0.52,0.0
300G DRAGIBUS SOFT HARIBO,369.0,0.5,92.0,0.5,0.0
Dairy Milk chocolate,535.0,7.5,55.0,30.5,2.0
Epinards hachés à la crème fraîche,78.0,3.5,5.3,4.4,1.7
Sea Salt & Cider Vinegar Veggie Cakes,430.0,23.7,50.5,12.9,6.45
TAM THON,231.0,25.8,0.0,20.0,0.0
chilli and lime protein nut crunch,598.0,22.0,22.0,47.0,7.4
Shortbread All Butter Fingers,525.0,6.2,60.5,28.3,0.0
Bio Flüssiger Honig Goldklar,0.0,0.0,0.0,0.0,0.0
Primevère doux sans huile de palme,567.0,0.1,0.1,63.0,0.0
Chips paysannes,514.0,6.2,54.0,30.0,3.9
Gâteau marbré au chocolat,454.0,5.5,44.0,28.0,1.8
Vinaigre de cidre bio,0.0,0.0,1.0,0.0,0.0
Le pain aux Céréales,253.0,8.2,36.0,6.9,6.9
Pérou grand cru Amazonas 70% note de fruits rouges,575.0,8.3,32.0,43.0,15.0
Filets de tofu à la japonaise,205.0,19.0,2.4,13.0,0.0
Scottish Oats,370.0,11.7,59.6,7.5,8.4
Melts Cheese,493.0,10.8,59.6,22.9,2.5
"Weetabix, Crunchy Bran",351.0,13.0,54.0,4.3,22.0
Smooth peanut butter,607.0,26.0,16.0,47.3,8.0
Rice crispies multigrain shapes,397.0,7.5,83.3,3.1,7.5
Juice,54.6,1.5,12.1,0.01,0.0
Zahra Bayane,32.0,3.1,0.0,0.0,0.0
Petit frais,37.0,0.0,9.0,0.0,0.0
mozzarella,220.0,17.0,2.0,18.0,0.0
Cheetos Sticks Palitos,518.0,6.0,56.2,29.3,0.0
Limonada natural,23.0,0.1,5.6,0.0,0.0
Atún claro al natural,98.0,21.0,0.9,1.2,0.0
Red Bull Sugarfree,3.0,0.0,0.0,0.0,0.0
REFRIED BEANS,86.0,5.3,12.2,0.5,5.5
Napolitain noir,507.0,8.9,33.0,37.6,0.0
KIRI CREME - 8 portions,305.0,9.0,2.0,29.0,0.0
"Golden Wheat Swedish Krisprolls, 7.9oz (225g)",432.0,10.0,73.0,10.0,3.1
Bonne Maman Strawberry And Wild Strawberry 370G,241.0,0.4,59.0,0.1,0.0
"Parmentier de saumon, sauce ricotta épinards",130.0,6.4,9.5,7.2,1.0
Ready brek original,374.0,12.0,58.0,8.7,7.9
Super Thick Kerned Yogurt,95.0,9.0,3.5,5.0,0.0
NESTLE DESSERT Pâte à tartiner 340g,544.0,6.5,53.0,33.0,3.0
Нутела,539.0,6.3,57.5,30.9,0.0
Avoine sans sucres,29.0,0.6,4.5,0.9,0.0
HERTA Lardons fumés conservation sans nitrite - 2x75g,239.0,17.0,0.0,19.0,0.0
Cracker épeautre et 3 graines,460.0,15.0,48.0,21.0,9.3
Muesli Crunchy,445.0,8.9,62.0,15.8,9.8
superloaf,242.0,10.2,32.5,6.25,7.5
Schweppes citron 45cl,19.2,0.0,0.0,0.0,0.0
Nescafé Gold,0.0,0.0,0.0,0.0,0.0
Nutella-Eis,344.0,4.1,29.8,23.0,0.0
Dijon Mustard,156.0,7.2,3.2,11.5,2.1
Duo Fourré Goût Chocolat 🍫 Noisette 🥜,447.0,7.51,67.2,15.0,5.53
Le Ravioli pur boeuf,91.0,3.8,13.0,2.3,1.6
Confiture Framboises,239.0,0.7,57.0,0.2,3.4
VITTEL eau minerale naturel 50cl,0.0,0.0,0.0,0.0,0.0
Emmental Français Sans additif,382.0,28.0,0.5,30.0,0.0
Pastis de Marseille,252.0,0.0,0.0,0.0,0.0
Amande chocolat,59.0,0.8,9.2,1.9,0.7
Avoine,43.0,0.5,7.2,1.2,0.8
Le Moelleux,437.0,5.9,48.0,25.0,0.0
Peanut,524.0,9.8,59.0,26.0,0.0
Semi-Skimmed Milk 4pts,49.0,3.6,4.8,1.7,0.0
granary wholemeal bread,236.0,10.6,39.8,2.4,6.8
PROTEIN,365.0,19.0,62.5,2.5,10.0
Softer Butter,726.0,0.7,0.8,80.0,0.0
Lincolnshire sausages,176.0,19.6,7.93,6.74,2.83
Geschälte Italienische Tomaten,22.0,1.1,3.6,0.5,0.0
Mini mix,465.0,6.0,64.0,20.0,0.0
Galletas Desayuno Zero Sin Azúcares,410.0,6.8,65.0,14.0,9.8
Copos de trigo integral y arroz 0% azúcares añadidos,373.0,10.3,75.0,1.67,4.67
L’original,13.0,0.6,2.0,0.5,0.5
"Shin Ramyun Instant Noodles, Hot & Spicy",422.0,8.2,68.0,13.0,0.0
Asta black,0.0,0.0,0.0,0.0,0.0
"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds",495.0,13.7,33.0,31.4,12.8
Malt wheaties,373.0,9.67,84.7,2.67,12.7
Bio napitak od zobi,37.0,0.4,5.6,1.2,0.0
Lätta Original,356.0,0.5,1.8,39.0,0.0
Pâte à tartiner 40% noisettes du Lot-et-Garonne et cacao,555.0,9.3,49.0,35.0,0.0
Chips chili,545.0,5.3000001907349015,45.0,37.0,0.0
Coconut And Rice Milk,19.0,0.0,2.8,0.9,0.0
Baked beans in tomato sauce,87.0,4.6,14.0,1.1,3.7
Chunky chopped tomatoes,21.0,1.4,3.3,0.1,1.0
"Gran Cereale classico, Fiocchi d avena, farrone orzo",461.0,8.3,61.4,18.5,8.0
Lightly Salted Potato Chips,494.0,7.7,56.7,25.4,4.1
Fruity favourites,109.41176470588002,5.058823529,10.823529411765001,5.176470588,0.0
Douceur de fromage,97.0,8.0,9.4,3.0,0.0
Special K Chocolat noir,424.0,8.2,81.0,6.1,6.0
Mousline Nature,345.0,7.5,73.6,0.8,7.0
Smooth Peanut Butter No Added Palm Oil,633.0,28.7,12.0,51.3,5.33
Margarina Tulipán,531.0,0.5,0.5,59.0,0.5
زيت المائدة المختارة,900.0,0.0,0.0,100.0,0.0
Pain de mie american sandwich complet sans sucres ajoutés maxi 900g,280.0,7.7,43.0,6.8,8.1
Captain Rondo Cacao,468.0,6.3,66.0,19.0,3.8
Organic Tofu,113.0,13.1,0.8,5.9,2.1
"Ravioli au tofu, tomates, basilic",111.0,3.8,15.0,3.1,3.8
Unleavened Breads,364.0,10.6,76.9,0.8,3.5
Tartelettes citron,453.0,6.0,66.0,18.0,1.7
Quinoa Tomates Olives,146.0,5.0,22.0,3.5,3.0
Galettes millet et boulghour aux champignons,189.0,6.8,26.0,5.2,5.3
Grany Noisettes 5 céréales,457.0,6.73,57.7,21.6,3.85
Parmigiano Reggiano,402.0,32.0,0.0,30.0,0.0
Ready Rolled Puff Pastry Sheet,362.0,5.3,36.0,20.0,1.1
2 Vegetarian Mozzarella Burgers,232.0,18.2,7.19,13.5,4.56
Fruit Crunch Crisp,370.0,9.8,66.6,4.7,11.2
Pringles Hot & Spicy,533.0,4.7,55.0,32.0,2.9
Abtal,49.0,0.1,12.0,0.0,0.0
Nutella B-ready,521.0,7.2,60.7,27.0,0.0
Sandwich Zero Sin Azúcares,422.0,6.7,67.0,17.0,5.3
Maille Cornichons Extra-Fins L'Original Bocal 380g,22.0,1.2,0.5,0.5,2.7
Spinach and Ricotta Tortelloni,189.0,7.38,29.0,4.21,2.92
1664,45.0,0.5,3.0,0.1,0.0
Corn Flakes Cereal,378.0,7.0,84.0,0.9,3.0
Sunflower Oil,828.0,0.0,0.0,92.0,0.0
Profil pack pure canne bio kraft daddy 750g,400.0,0.0,100.0,0.0,0.0
Yogur Proteínas Natural 0%,52.0,10.0,3.1,0.5,0.0
Muesli 4 Noix,463.0,11.0,60.0,18.0,8.5
Integral familiar 100%,247.0,8.75,40.6,3.75,7.5
Nocilla original,546.0,5.0,58.0,32.0,3.0
Chocolat noir pâtissier,551.0,5.9,50.6,34.6,7.2
Crafted Signature Sourdough Bread,226.0,10.7,51.9,2.4,0.0
"Tomato, Grana Padano & Mascarpone",95.0,2.9,5.7,6.4,0.0
Kiri carré 12p,230.0,9.0,3.5,20.0,0.0
"SCHWEPPES AGRUMES ZERO 1,5L",2.3,0.0,0.3,0.0,0.0
Bio Mango-Lime,40.0,0.5,9.33,0.5,0.5
Tchico peanuts,574.0,5.04,12.7,41.0,0.0
Pan Gratí,256.0,4.4,41.0,6.2,8.7
Madeleines aux œufs de poules élevées en plein air,476.0,5.7,52.0,27.0,1.0
Saint Agur Crème,286.0,13.0,2.3,25.0,0.0
Crackers heudebert,430.0,11.0,68.0,12.0,3.0
Sel moulu de Guérande,0.0,0.0,0.0,0.0,0.0
Beurre demi sel aux crisraux de sel de Mer de Noirmoutier,726.0,0.6,1.0,80.0,0.0
Kerrygold Extra Butter & Rapsöl - ungesalzen,589.0,0.5,0.5,65.0,0.0
Cashew Nuts,600.0,20.5,19.8,47.6,5.2
Weetabix organic imp,358.0,10.0,70.0,2.0,10.0
Lyle's Golden Syrup,317.0,0.3,79.0,0.0,0.0
Crunchy Nut Bars with Peanuts & Chocolate,510.0,22.8,32.4,30.5,7.3
Super Smoothie Antioxydant,54.0,0.5,13.0,0.5,1.1
Classic barbecue,140.0,0.667,34.0,0.0,0.0
naturya organic cacao powder,364.0,27.0,22.0,12.0,28.0
Sarsons Malt Vinegar imp,0.0,0.0,0.0,0.0,0.0
200G CHOC LAIT COTE D OR,520.0,7.4,57.0,28.0,3.7
MAGGI Bouillon KUB Légumes,241.0,2.7,32.5,10.8,1.5
Monaco,553.0,12.0,45.0,36.0,2.4
Balsamic vinegar of Modena,95.0,0.05,19.0,0.0,0.0
Pâtes Spaghettini N°3 500G,359.0,13.0,71.0,2.0,3.0
Gran Cereale Cioccolato,457.0,9.0,59.0,19.0,9.0
Doradas al horno zero sin azúcares,439.0,6.0,68.0,18.0,4.0
tomate frito receta artesana,201.0,1.6,14.3,15.0,0.0
Trigo Espelta Crackers,440.0,15.0,56.0,14.0,14.0
Maille Moutarde Fine De Dijon L'Originale Verrine 165g,144.0,7.6,2.6,10.0,3.9
Raw Fruit & Nut Bars - Salted Caramel,367.0,6.5,56.6,11.5,5.3
Crémeux saveur original,237.0,0.0,5.0,24.0,0.0
Sauce andalouse star 290 g,388.9,0.8,12.37,37.36,0.0
Madagascan Dark Chocolate,590.0,8.5,34.5,44.0,9.5
Barista Oat milk - Vemondo,52.0,0.72,5.72,2.8,0.16
Sting Energy,28.0,0.0,7.0,0.0,0.0
Seeded Sourdough Loaf,241.0,0.0,0.0,0.0,0.0
Suprêmes panés végétaux et gourmands,232.0,9.7,15.0,13.0,6.8
"Boisson au soja, sucré",40.0,3.0,3.1,1.7,0.0
Confiture de figue,250.0,0.8,55.3,0.1,0.0
"Crispy Minis Choco, céréales de blé complet enrichies en vitamines et en fer avec du chocolat",385.0,10.0,75.0,5.0,10.0
Barres protéinées aux chocolat et cranberries sans gluten,472.0,26.0,28.0,25.5,12.5
Vegane Pommersche - Schnittlauch,221.0,7.2,7.3,17.0,5.1
Cacao & Orange Oat Bars,418.0,7.0,57.7,16.7,5.7
Sel fin iodé et fluoré,0.0,0.0,0.0,0.0,0.0
BLE 70CL DELICES AGRUMES PULCO,162.0,0.6,35.6,0.1,0.0
Flocons d'avoine complète 500g,369.0,12.0,60.0,6.8,10.0
Le Cassoulet Mitonné,115.0,7.3,8.9,4.7,3.8
10 Pains au lait au levain,366.0,9.0,52.0,13.0,2.3
Colin d'Alaska MSC façon Fish & Chips,207.0,11.0,19.0,9.5,0.6
PET 50CL COCA COLA,42.0,0.0,10.8,0.0,0.0
Cream Crackers Original,439.0,10.0,67.4,13.6,3.0
Toastie White Bread,243.0,9.03,45.5,2.08,2.08
Froot Loops,385.0,8.3,79.0,3.0,4.3
Pain de Mie Complet,282.0,9.4,54.4,3.0,7.0
Lait U.H.T demi-écrémé,43.0,3.0,4.4,1.5,0.0
CHEERIOS BIO Céréale 375g,388.0,9.1,68.2,6.6,9.9
CARTE NOIRE,0.0,0.0,0.0,0.0,0.0
Concentrado de tomate,96.0,4.2,17.0,0.2,0.0
Pan Bauletto Bianco,268.0,8.4,48.0,3.2,4.25
Penne Rigate Senza Glutine,358.0,6.5,79.0,1.5,1.1
Pesto Basilico Vegan,431.0,2.5,12.0,41.0,2.0
Hazelnut Based Chocolate Spread,541.0,6.9,52.0,33.0,4.2
Proper Corn Sea Salted Popcorn,439.0,8.6,56.6,17.4,10.9
Soya Drink Unsweetened,28.0,3.0,0.7,1.3,0.5
Bio Organic Almond Drink,22.6,0.5,2.4,1.2,0.1
Blossom Honey,307.0,0.5,76.0,0.5,0.5
Pizzarella premium,5280.0,8.0,63.0,40.0,0.0
Peanut Butter Oat Bar,460.0,10.2,50.0,23.6,5.0
White Miso,163.0,12.0,13.0,6.4,4.4
British cold pressed rapeseed oil,825.0,0.1,0.1,91.5,0.1
Black Forest cherry dark chocolate,567.0,9.0,37.0,40.0,9.0
Carottes rapees citron dnp 500g,73.0,1.0,5.5,4.5,3.0
Ristorante PIZZA TONNO,232.0,10.0,23.0,10.0,0.0
Skyr nature (8x Nature),57.0,9.5,3.6,0.5,0.0
Decaff Americano,0.0,0.0,0.0,0.0,0.0
Drizzler Super Smooth Peanut Butter,596.0,29.6,11.6,46.0,0.0
Jamón cocido extra finas lonchas,101.0,18.6,0.9,2.5,0.0
novobac,0.0,0.0,0.0,0.0,0.0
Organic Super Firm Tofu,133.0,14.1,0.7,7.7,2.0
Boisson au soja,32.0,3.0,1.0,1.7,0.2
Iogurte Sabor Natural Coco,55.0,3.9,2.4,3.0,0.8
Doritos goût nature,470.0,6.5,64.0,20.0,6.2
Baraani,180.0,0.14,45.0,0.04,0.0
Semi Skimmed Milk,50.0,3.6,4.8,1.8,0.5
Cappucino,378.0,12.0,60.0,9.3,0.0
Bretzels d'Alsace maxi,399.0,10.0,73.0,6.4,4.6
Confiture Fraises,241.0,0.4,59.0,0.1,1.2
Petits pains grillés blé complet,408.0,10.0,66.0,10.0,6.9
Lait Amande calcium,26.0,0.7,1.7,1.7,0.5
6 pains suedois 180g,288.0,8.9,54.0,2.8,5.4
Balsamic Vinegar of Modena,100.0,1.0,24.0,0.0,0.1
Yoyos Strawberry Multipack 5 x,280.0,1.9,63.0,0.0,8.0
Maispops,476.0,6.0,67.0,20.0,2.3
Capri Vanille,512.0,6.4,68.0,24.0,0.0
MAGGI Bouillon KUB Volaille 180g,227.0,5.7,29.4,9.6,0.5
Pavé Gourmand Epinards et Fromage,214.0,9.4,19.0,10.4,3.5
Prince -  Goût Lait -  Choco Au Blé Compet,477.0,6.0,70.0,19.0,3.2
"Illy Classico 100% Arabica, 250g",0.0,0.0,0.0,0.0,0.0
Maille Vinaigrette Légère Vinaigre de Vin Rouge & Échalotes 36cl,342.0,0.5,4.5,35.0,0.5
HELL,46.0,0.0,11.0,0.0,0.0
Bakery Co. 5 The Original Bagels Fresher for Longer,267.0,9.4,50.1,2.5,3.4
Daya mini vani,74.0,2.1,14.0,1.1,0.0
Chocup milky,0.0,0.0,0.0,0.0,0.0
Coco sans sucres,18.0,0.6,0.8,1.4,0.0
Amora Sauce Crudités Caesar Bouteille 380ml,233.0,2.0,6.1,22.0,0.5
Yogur natural proteínas 0%,52.0,10.0,3.1,0.5,0.0
Pâte à tarte brisée - Pur beurre,367.0,6.9,41.0,19.0,2.3
Vegan Mayo,654.0,0.5,3.9,72.0,0.0
Star sauce salade au basilic,326.5,0.11,3.1,34.9,0.0
LINDT EXCELLENCE 100% COCOA,640.0,14.0,28.0,54.0,0.0
High Protein Joghurterzeugnis - Heidelbeere,65.0,10.0,6.0,0.3,0.3
Salt & Vinegar Lentil Chips,465.0,9.5,60.0,20.0,2.5
Fourrés Chocolat🍫,489.0,6.6,64.0,22.0,4.5
lait sans lactose,58.2,3.0,4.7,3.0,0.0
Vitamine D 10,0.0,0.0,0.0,0.0,0.0
Cocoa & Hazelnut Gut-Loving Granola,403.0,16.0,50.0,14.2,19.0
Suckies Strawberry,76.0,3.9,9.0,2.7,0.0
HERTA LE BON PARIS Jambon à l'étouffée x6 -255g,104.7,21.0,0.0,2.3,0.0
Carte D'Or Les Essentiels Glace Crème Glacée Vanille 700ml,96.0,1.2,13.0,4.4,0.5
Nooco,494.0,8.2,61.3,23.5,2.3
Golden,461.0,6.3,76.0,14.5,0.2
Ratatouille à la provençale,64.0,1.2,6.1,3.5,1.7
Premium dark soy sauce,167.0,0.0,33.3,0.0,0.0
Sauce Tomate Napolitaine,59.0,1.4,5.1,2.9,0.0
Miel de fleurs crémeux,302.0,0.4,75.1,0.1,0.1
Knorr Soupe Minestrone à l'Huile d'Olive 104g 4 Portions,33.0,1.2,5.6,0.5,0.8
Petit nesquik,186.0,4.4,25.5,7.2,0.5
PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g,231.0,13.5,4.5,17.0,0.0
Vinaigre de cidre,64.0,0.5,11.0,0.5,0.5
Evian 75cl PET,0.0,0.0,0.0,0.0,0.0
Cuisiné cappelletti,98.0,3.7,13.0,2.7,3.2
Crêpes dentelle - L'authentique,428.0,5.5,78.0,10.0,0.0
Baking Powder,78.0,0.1,19.0,0.0,0.0
Chef Ketchup,102.0,1.2,23.2,0.1,0.0
LOTUS Gaufre de Liège - Perles de sucre - 315g (7x1p),442.0,5.0,55.0,22.0,0.9
Coca-Cola Original Taste,42.0,0.0,10.7,0.0,0.0
"Vinaigre Alcool Colore,",0.0,0.0,0.0,0.0,0.0
NESTLE NESQUIK Céréales 450g,377.0,8.5,75.2,2.8,8.6
L'Original noir,528.0,5.1,56.0,30.0,7.5
Provencale 400g fra,66.0,1.4,6.4,3.5,1.5
Apple & Raisin Oat Bar,426.0,5.6,59.3,17.4,4.9
Muesli Crunchy 0%,423.0,11.2,64.9,13.4,8.1
Raw Greens Virgin Smoothie,46.0,0.6,10.0,0.2,0.4
Griego Ligero Natural,60.0,5.8,4.7,2.0,0.0
Delizias pechuga de pavo,79.0,16.0,1.8,0.9,0.0
British unsalted butter,0.0,0.0,0.0,0.0,0.0
Spreadable west contry butter,718.0,0.0,5.0,78.0,0.1
Reduced Sugar and Salt Baked Beans,95.0,1.8,23.5,0.1,7.6
Babybel,295.0,22.0,0.1,23.0,0.0
Picos 100% integrales,379.0,14.0,60.9,6.4,11.0
Galettes riz chocolat noir,492.8829403,6.222222222,67.55555556,23.111111111111107,5.333333333
predator,93.6,0.0,22.8,0.0,0.0
Kichererbsen,125.0,6.7,15.8,2.7,5.1
Olives noires confites dénoyautées bocal 150g,146.0,1.3,0.0,14.0,0.0
Prince petit dej,450.0,7.1,70.0,17.0,3.7
Sardines huile d'olives et piment,227.0,23.0,0.0,15.0,0.0
Activia bifidus saveur citron,93.0,3.6,12.6,3.1,0.0
Pomme vanille,86.0,0.3,20.0,0.1,1.7
Ma Crème anglaise,104.0,3.3,16.0,3.0,0.0
Pancakes sans conservateurs Farine de blé issue de Moulins Français,355.0,5.7,46.0,16.0,1.7
Croq' soja à la provencale,172.0,14.0,4.0,8.0,7.0
St Moret Ligne & Plaisir 8%  Minis,0.0,10.0,5.0,8.0,0.0
matière grasse,468.0,0.0,0.0,52.0,0.0
Senf Mittelscharf,108.0,6.1,2.2,6.7,0.0
Tesco Smooth Peanut Butter 340G,633.0,24.5,13.8,51.7,7.0
Tikka Masala Spice Paste,270.0,3.0,7.8,22.9,6.8
Strawberry High Fruit Content Spread,202.0,0.0,50.0,0.4,1.2
Special K High Protein,421.0,22.9,42.9,16.1,1.6
Pringles Cașcaval,514.0,6.4,55.0,29.0,3.5
Spa reine,0.0,0.0,0.0,0.0,0.0
Vollkorn Roggen,333.0,9.3,59.7,3.88,20.2
Bournville Dark Chocolate bar,523.0,4.1,60.0,28.0,5.5
Monte Regale Italian Spaghetti,350.0,12.0,71.0,1.2,3.5
Vinaigre Balsamique de Modène 25 cl,112.0,0.5,28.0,0.0,0.0
Shrimp Flavour,78.0,1.2,8.7,4.1,0.0
Sweet Chilli Rice Crackers 100G,422.0,7.2,83.0,6.6,0.0
Blédilait Croissance,66.3,0.0,7.9,2.7,0.0
Chocolate Orange Milk,524.0,5.8,59.0,29.0,2.4
daya vani sghira,75.0,2.3,14.0,1.2,0.0
Vinaigre de table coloré,0.0,0.0,0.0,0.0,0.0
Doo Wap pépites choco,340.0,8.0,47.0,12.3,4.4
Sweetened Condensed Milk,322.0,7.6,55.0,8.0,0.0
McVitie's Rich Tea Delights,452.0,7.2,66.6,15.8,7.3
Thon entier à l'huile,231.0,25.8,0.0,14.2,0.0
LOTUS BISCOFF Speculoos Fourré - Crème Speculoos - 150g,522.0,4.3,66.0,27.0,1.2
Almette Cu Smântân?,259.0,5.6,3.0,25.0,0.0
